land;wahlkreis;gruppe;erststimmen;zweitstimmen
6;178;V-Partei³;-;294
6;179;Wahlberechtigte;189372;-
6;179;Wähler;139775;-
6;179;Ungültige;1810;1546
6;179;Gültige;137965;138229
6;179;CDU;47309;40022
6;179;SPD;39396;29247
6;179;GRÜNE;12321;16286
6;179;DIE LINKE;10558;13160
6;179;AfD;14417;15496
6;179;FDP;9693;18400
6;179;PIRATEN;841;578
6;179;NPD;-;222
6;179;FREIE WÄHLER;1467;943
6;179;Die PARTEI;1963;1360
6;179;BüSo;-;54
6;179;MLPD;-;75
6;179;BGE;-;341
6;179;DKP;-;26
6;179;DM;-;273
6;179;ÖDP;-;297
6;179;Tierschutzpartei;-;1196
6;179;V-Partei³;-;253
6;180;Wahlberechtigte;177469;-
6;180;Wähler;134190;-
6;180;Ungültige;2131;1867
6;180;Gültige;132059;132323
6;180;CDU;46656;39126
6;180;SPD;40185;31150
6;180;GRÜNE;8054;11345
6;180;DIE LINKE;7715;10006
6;180;AfD;16907;18626
6;180;FDP;8418;15185
6;180;PIRATEN;-;568
6;180;NPD;540;636
6;180;FREIE WÄHLER;1679;1024
6;180;Die PARTEI;1905;1237
6;180;BüSo;-;32
6;180;MLPD;-;58
6;180;BGE;-;231
6;180;DKP;-;72
6;180;DM;-;515
6;180;ÖDP;-;240
6;180;Tierschutzpartei;-;2008
6;180;V-Partei³;-;264
6;181;Wahlberechtigte;197291;-
6;181;Wähler;160647;-
6;181;Ungültige;2122;1788
6;181;Gültige;158525;158859
6;181;CDU;66490;54902
6;181;SPD;34527;28786
6;181;GRÜNE;14458;16752
6;181;DIE LINKE;7887;9504
6;181;AfD;15319;16395
6;181;FDP;17224;26571
6;181;PIRATEN;-;561
6;181;NPD;-;337
6;181;FREIE WÄHLER;2620;1293
6;181;Die PARTEI;-;1173
6;181;BüSo;-;26
6;181;MLPD;-;33
6;181;BGE;-;216
6;181;DKP;-;24
6;181;DM;-;222
6;181;ÖDP;-;340
6;181;Tierschutzpartei;-;1500
6;181;V-Partei³;-;224
6;182;Wahlberechtigte;199775;-
6;182;Wähler;144841;-
6;182;Ungültige;1792;1614
6;182;Gültige;143049;143227
6;182;CDU;43663;37221
6;182;SPD;38704;29743
6;182;GRÜNE;15596;19475
6;182;DIE LINKE;13934;17179
6;182;AfD;12892;13342
6;182;FDP;13185;19989
6;182;PIRATEN;969;692
6;182;NPD;-;315
6;182;FREIE WÄHLER;1307;725
6;182;Die PARTEI;2493;1755
6;182;BüSo;-;31
6;182;MLPD;209;134
6;182;BGE;-;331
6;182;DKP;-;53
6;182;DM;-;325
6;182;ÖDP;-;266
6;182;Tierschutzpartei;-;1399
6;182;V-Partei³;-;252
6;182;SGP;97;-
6;183;Wahlberechtigte;223942;-
6;183;Wähler;172393;-
6;183;Ungültige;1824;1620
6;183;Gültige;170569;170773
6;183;CDU;55221;45731
6;183;SPD;44240;33511
6;183;GRÜNE;23026;26415
6;183;DIE LINKE;15523;20059
6;183;AfD;13033;13737
6;183;FDP;13877;24336
6;183;PIRATEN;1226;762
6;183;NPD;-;265
6;183;FREIE WÄHLER;1026;736
6;183;Die PARTEI;3221;2065
6;183;BüSo;-;30
6;183;MLPD;176;114
6;183;BGE;-;435
6;183;DKP;-;91
6;183;DM;-;250
6;183;ÖDP;-;295
6;183;Tierschutzpartei;-;1577
6;183;V-Partei³;-;364
6;184;Wahlberechtigte;174727;-
6;184;Wähler;133318;-
6;184;Ungültige;2461;2138
6;184;Gültige;130857;131180
6;184;CDU;45963;39950
6;184;SPD;42342;33318
6;184;GRÜNE;8877;11862
6;184;DIE LINKE;8729;10755
6;184;AfD;14805;15943
6;184;FDP;7358;12645
6;184;PIRATEN;-;962
6;184;NPD;-;403
6;184;FREIE WÄHLER;2507;1387
6;184;Die PARTEI;-;1192
6;184;BüSo;-;42
6;184;MLPD;276;124
6;184;BGE;-;244
6;184;DKP;-;81
6;184;DM;-;386
6;184;ÖDP;-;201
6;184;Tierschutzpartei;-;1463
6;184;V-Partei³;-;222
6;185;Wahlberechtigte;220194;-
6;185;Wähler;163580;-
6;185;Ungültige;2597;2286
6;185;Gültige;160983;161294
6;185;CDU;58565;49302
6;185;SPD;40106;34519
6;185;GRÜNE;14246;16421
6;185;DIE LINKE;12435;14261
6;185;AfD;18047;19050
6;185;FDP;12420;20372
6;185;PIRATEN;1586;945
6;185;NPD;-;429
6;185;FREIE WÄHLER;3056;1363
6;185;Die PARTEI;-;1564
6;185;BüSo;-;38
6;185;MLPD;-;77
6;185;BGE;-;354
6;185;DKP;-;56
6;185;DM;-;322
6;185;ÖDP;-;285
6;185;Tierschutzpartei;-;1642
6;185;V-Partei³;-;294
6;185;DIE VIOLETTEN;522;-
6;186;Wahlberechtigte;242622;-
6;186;Wähler;192508;-
6;186;Ungültige;2733;2133
6;186;Gültige;189775;190375
6;186;CDU;58216;52218
6;186;SPD;56442;42638
6;186;GRÜNE;26939;27317
6;186;DIE LINKE;16146;19508
6;186;AfD;17227;18654
6;186;FDP;11739;20893
6;186;PIRATEN;-;1352
6;186;NPD;-;450
6;186;FREIE WÄHLER;2576;1192
6;186;Die PARTEI;-;2280
6;186;BüSo;-;39
6;186;MLPD;490;186
6;186;BGE;-;483
6;186;DKP;-;64
6;186;DM;-;409
6;186;ÖDP;-;534
6;186;Tierschutzpartei;-;1820
6;186;V-Partei³;-;338
6;187;Wahlberechtigte;234422;-
6;187;Wähler;184974;-
6;187;Ungültige;3143;2745
6;187;Gültige;181831;182229
6;187;CDU;65654;59635
6;187;SPD;52761;42516
6;187;GRÜNE;14181;16084
6;187;DIE LINKE;11138;13433
6;187;AfD;21347;22258
6;187;FDP;13139;19948
6;187;PIRATEN;-;833
6;187;NPD;-;624
6;187;FREIE WÄHLER;2651;1514
6;187;Die PARTEI;-;1587
6;187;BüSo;-;30
6;187;MLPD;-;117
6;187;BGE;-;293
6;187;DKP;-;135
6;187;DM;-;409
6;187;ÖDP;-;379
6;187;Tierschutzpartei;-;2091
6;187;V-Partei³;-;343
6;187;EB: Frenzel;960;-
6;188;Wahlberechtigte;198418;-
6;188;Wähler;156082;-
6;188;Ungültige;2343;1988
6;188;Gültige;153739;154094
6;188;CDU;59781;51088
6;188;SPD;41408;34435
6;188;GRÜNE;11747;13595
6;188;DIE LINKE;8511;10197
6;188;AfD;19153;19923
6;188;FDP;11711;18196
6;188;PIRATEN;-;688
6;188;NPD;-;545
6;188;FREIE WÄHLER;-;1227
6;188;Die PARTEI;-;1261
6;188;BüSo;-;48
6;188;MLPD;-;57
6;188;BGE;-;243
6;188;DKP;-;27
6;188;DM;-;298
6;188;ÖDP;-;254
6;188;Tierschutzpartei;-;1793
6;188;V-Partei³;-;219
6;188;EB: Bucher;904;-
6;188;EB: Polivka;524;-
7;197;Wahlberechtigte;239284;-
7;197;Wähler;181607;-
7;197;Ungültige;3402;2547
7;197;Gültige;178205;179060
7;197;CDU;76933;68357
7;197;SPD;50996;45447
7;197;GRÜNE;9449;10738
7;197;FDP;10898;18071
7;197;DIE LINKE;9521;11338
7;197;AfD;16954;19273
7;197;PIRATEN;-;726
7;197;FREIE WÄHLER;3285;1982
7;197;NPD;-;480
7;197;ÖDP;-;374
7;197;MLPD;169;86
7;197;BGE;-;297
7;197;Die PARTEI;-;1495
7;197;V-Partei³;-;396
7;198;Wahlberechtigte;195618;-
7;198;Wähler;151587;-
7;198;Ungültige;1992;1598
7;198;Gültige;149595;149989
7;198;CDU;64006;60937
7;198;SPD;40944;34113
7;198;GRÜNE;8616;10059
7;198;FDP;12981;17397
7;198;DIE LINKE;6790;8519
7;198;AfD;13105;14437
7;198;PIRATEN;1268;623
7;198;FREIE WÄHLER;-;1134
7;198;NPD;-;415
7;198;ÖDP;-;367
7;198;MLPD;-;37
7;198;BGE;-;267
7;198;Die PARTEI;-;1297
7;198;V-Partei³;-;387
7;198;EB: Verdonk;1885;-
7;199;Wahlberechtigte;196999;-
7;199;Wähler;151153;-
7;199;Ungültige;2144;1524
7;199;Gültige;149009;149629
7;199;CDU;61594;56616
7;199;SPD;42777;35679
7;199;GRÜNE;9273;11862
7;199;FDP;9732;16152
7;199;DIE LINKE;7693;10332
7;199;AfD;12153;13701
7;199;PIRATEN;1058;741
7;199;FREIE WÄHLER;2623;1627
7;199;NPD;-;252
7;199;ÖDP;-;302
7;199;MLPD;-;38
7;199;BGE;-;242
7;199;Die PARTEI;1723;1715
7;199;V-Partei³;-;370
7;199;EB: Babnik;383;-
7;200;Wahlberechtigte;172876;-
7;200;Wähler;135519;-
7;200;Ungültige;2691;1815
7;200;Gültige;132828;133704
7;200;CDU;58596;55606
7;200;SPD;33477;30799
7;200;GRÜNE;6465;7487
7;200;FDP;11544;14924
7;200;DIE LINKE;7040;8143
7;200;AfD;10834;11996
7;200;PIRATEN;-;464
7;200;FREIE WÄHLER;3741;1708
7;200;NPD;-;306
7;200;ÖDP;1131;491
7;200;MLPD;-;32
7;200;BGE;-;217
7;200;Die PARTEI;-;1182
7;200;V-Partei³;-;349
7;201;Wahlberechtigte;185172;-
7;201;Wähler;139908;-
7;201;Ungültige;2114;1697
7;201;Gültige;137794;138211
7;201;CDU;50975;47189
7;201;SPD;43373;37906
7;201;GRÜNE;6750;8629
7;201;FDP;9342;13654
7;201;DIE LINKE;7610;9493
7;201;AfD;14914;16198
7;201;PIRATEN;-;487
7;201;FREIE WÄHLER;3629;1910
7;201;NPD;-;366
7;201;ÖDP;1201;492
7;201;MLPD;-;31
7;201;BGE;-;222
7;201;Die PARTEI;-;1316
7;201;V-Partei³;-;318
7;202;Wahlberechtigte;164480;-
7;202;Wähler;126879;-
7;202;Ungültige;2497;1831
7;202;Gültige;124382;125048
7;202;CDU;63719;55591
7;202;SPD;32017;27255
7;202;GRÜNE;-;7710
7;202;FDP;8703;12888
7;202;DIE LINKE;6786;7433
7;202;AfD;8840;10058
7;202;PIRATEN;-;377
7;202;FREIE WÄHLER;2927;1627
7;202;NPD;-;232
7;202;ÖDP;1390;477
7;202;MLPD;-;24
7;202;BGE;-;182
7;202;Die PARTEI;-;952
7;202;V-Partei³;-;242
7;203;Wahlberechtigte;192846;-
7;203;Wähler;151551;-
7;203;Ungültige;2213;1670
7;203;Gültige;149338;149881
7;203;CDU;56611;55882
7;203;SPD;50283;36950
7;203;GRÜNE;9645;13512
7;203;FDP;7910;13841
7;203;DIE LINKE;9842;12934
7;203;AfD;10414;11926
7;203;PIRATEN;-;605
7;203;FREIE WÄHLER;1617;1418
7;203;NPD;213;242
7;203;ÖDP;-;338
7;203;MLPD;-;37
7;203;BGE;-;245
7;203;Die PARTEI;1869;1590
7;203;V-Partei³;-;361
7;203;EB: Niesen;934;-
7;204;Wahlberechtigte;210114;-
7;204;Wähler;163520;-
7;204;Ungültige;4823;1761
7;204;Gültige;158697;161759
7;204;CDU;68727;60594
7;204;SPD;47312;39906
7;204;GRÜNE;8225;10058
7;204;FDP;14543;17703
7;204;DIE LINKE;11098;9576
7;204;AfD;-;17826
7;204;PIRATEN;-;688
7;204;FREIE WÄHLER;8792;2445
7;204;NPD;-;421
7;204;ÖDP;-;275
7;204;MLPD;-;34
7;204;BGE;-;308
7;204;Die PARTEI;-;1500
7;204;V-Partei³;-;425
7;205;Wahlberechtigte;248996;-
7;205;Wähler;202534;-
7;205;Ungültige;2215;1655
7;205;Gültige;200319;200879
7;205;CDU;71535;65713
7;205;SPD;56184;44203
7;205;GRÜNE;21685;26415
7;205;FDP;13813;22608
7;205;DIE LINKE;12904;17148
7;205;AfD;14542;16535
7;205;PIRATEN;1504;1195
7;205;FREIE WÄHLER;2111;1506
7;205;NPD;-;260
7;205;ÖDP;2355;1755
7;205;MLPD;-;62
7;205;BGE;-;481
7;205;Die PARTEI;2963;2486
7;205;V-Partei³;-;512
7;205;EB: Heck;486;-
7;205;Neue Liberale;237;-
7;206;Wahlberechtigte;213627;-
7;206;Wähler;169793;-
7;206;Ungültige;2617;2128
7;206;Gültige;167176;167665
7;206;CDU;68685;54721
7;206;SPD;44569;42471
7;206;GRÜNE;11280;13449
7;206;FDP;10058;17543
7;206;DIE LINKE;8539;10811
7;206;AfD;18902;21978
7;206;PIRATEN;-;780
7;206;FREIE WÄHLER;2687;2045
7;206;NPD;511;644
7;206;ÖDP;1030;705
7;206;MLPD;-;62
7;206;BGE;-;362
7;206;Die PARTEI;-;1623
7;206;V-Partei³;-;471
7;206;EB: Elkins;805;-
7;206;DIE EINHEIT;110;-
7;207;Wahlberechtigte;215595;-
7;207;Wähler;161867;-
7;207;Ungültige;2686;2410
7;207;Gültige;159181;159457
7;207;CDU;51168;49226
7;207;SPD;50740;39822
7;207;GRÜNE;8700;11621
7;207;FDP;11910;16321
7;207;DIE LINKE;8979;10614
7;207;AfD;23109;24641
7;207;PIRATEN;-;978
7;207;FREIE WÄHLER;4163;2418
7;207;NPD;-;667
7;207;ÖDP;-;322
7;207;MLPD;412;190
7;207;BGE;-;384
7;207;Die PARTEI;-;1796
7;207;V-Partei³;-;457
7;208;Wahlberechtigte;220550;-
7;208;Wähler;176425;-
7;208;Ungültige;2704;2088
7;208;Gültige;173721;174337
7;208;CDU;69504;61407
7;208;SPD;44032;37894
7;208;GRÜNE;13156;15389
7;208;FDP;11734;19251
7;208;DIE LINKE;8207;10537
7;208;AfD;20593;22070
7;208;PIRATEN;-;774
7;208;FREIE WÄHLER;5929;3683
7;208;NPD;-;559
7;208;ÖDP;-;363
7;208;MLPD;-;67
7;208;BGE;-;329
7;208;Die PARTEI;-;1539
7;208;V-Partei³;-;475
7;208;DIE EINHEIT;261;-
7;208;Neue Liberale;305;-
7;209;Wahlberechtigte;229114;-
7;209;Wähler;172316;-
7;209;Ungültige;2937;2552
7;209;Gültige;169379;169764
7;209;CDU;53022;49400
7;209;SPD;57482;47986
7;209;GRÜNE;8618;11360
7;209;FDP;9256;15519
7;209;DIE LINKE;12277;13548
7;209;AfD;21378;23206
7;209;PIRATEN;-;930
7;209;FREIE WÄHLER;4820;3558
7;209;NPD;-;811
7;209;ÖDP;-;343
7;209;MLPD;-;32
7;209;BGE;-;355
7;209;Die PARTEI;2526;2187
7;209;V-Partei³;-;529
7;210;Wahlberechtigte;177687;-
7;210;Wähler;135065;-
7;210;Ungültige;2830;2349
7;210;Gültige;132235;132716
7;210;CDU;48719;47455
7;210;SPD;38028;32794
7;210;GRÜNE;5544;6156
7;210;FDP;8846;11803
7;210;DIE LINKE;8019;9511
7;210;AfD;16989;18652
7;210;PIRATEN;-;628
7;210;FREIE WÄHLER;3430;2388
7;210;NPD;771;833
7;210;ÖDP;-;264
7;210;MLPD;-;45
7;210;BGE;-;223
7;210;Die PARTEI;1889;1573
7;210;V-Partei³;-;391
7;211;Wahlberechtigte;217633;-
7;211;Wähler;172369;-
7;211;Ungültige;2358;1962
7;211;Gültige;170011;170407
7;211;CDU;68588;59309
7;211;SPD;44224;37293
7;211;GRÜNE;13500;14788
7;211;FDP;10209;17560
7;211;DIE LINKE;8018;10975
7;211;AfD;20932;23191
7;211;PIRATEN;-;796
7;211;FREIE WÄHLER;4540;2814
7;211;NPD;-;537
7;211;ÖDP;-;462
7;211;MLPD;-;65
7;211;BGE;-;391
7;211;Die PARTEI;-;1706
7;211;V-Partei³;-;520
8;258;Wahlberechtigte;194368;-
8;258;Wähler;160834;-
8;258;Ungültige;1157;849
8;258;Gültige;159677;159985
8;258;CDU;51118;46243
8;258;SPD;20512;23350
8;258;GRÜNE;47430;31283
8;258;FDP;13399;26203
8;258;AfD;10646;11455
8;258;DIE LINKE;10409;14830
8;258;PIRATEN;1438;1006
8;258;NPD;-;114
8;258;Tierschutzpartei;1576;1063
8;258;FREIE WÄHLER;-;480
8;258;ÖDP;721;498
8;258;MLPD;215;144
8;258;Tierschutzallianz;-;203
8;258;BGE;-;404
8;258;DiB;-;432
8;258;DKP;-;53
8;258;DM;-;250
8;258;DIE RECHTE;-;14
8;258;MENSCHLICHE WELT;-;136
8;258;Die PARTEI;1755;1602
8;258;V-Partei³;-;222
8;258;BüSo;86;-
8;258;EB: Schuldis;327;-
8;258;EB: Ressdorf;45;-
8;259;Wahlberechtigte;182501;-
8;259;Wähler;139180;-
8;259;Ungültige;1343;1153
8;259;Gültige;137837;138027
8;259;CDU;46166;40109
8;259;SPD;25469;23458
8;259;GRÜNE;21850;21071
8;259;FDP;11903;19210
8;259;AfD;14345;14899
8;259;DIE LINKE;12321;12553
8;259;PIRATEN;1354;991
8;259;NPD;-;181
8;259;Tierschutzpartei;1807;1286
8;259;FREIE WÄHLER;-;561
8;259;ÖDP;613;444
8;259;MLPD;347;253
8;259;Tierschutzallianz;-;254
8;259;BGE;-;403
8;259;DiB;-;284
8;259;DKP;-;43
8;259;DM;-;307
8;259;DIE RECHTE;-;27
8;259;MENSCHLICHE WELT;-;149
8;259;Die PARTEI;1549;1394
8;259;V-Partei³;-;150
8;259;BüSo;113;-
8;260;Wahlberechtigte;245678;-
8;260;Wähler;196557;-
8;260;Ungültige;2271;1657
8;260;Gültige;194286;194900
8;260;CDU;75323;68991
8;260;SPD;38053;30296
8;260;GRÜNE;23206;24746
8;260;FDP;24867;29510
8;260;AfD;21842;22874
8;260;DIE LINKE;9715;10434
8;260;PIRATEN;-;1028
8;260;NPD;-;487
8;260;Tierschutzpartei;-;1361
8;260;FREIE WÄHLER;-;1429
8;260;ÖDP;-;469
8;260;MLPD;346;157
8;260;Tierschutzallianz;-;371
8;260;BGE;-;244
8;260;DiB;-;336
8;260;DKP;-;26
8;260;DM;-;380
8;260;DIE RECHTE;-;55
8;260;MENSCHLICHE WELT;-;215
8;260;Die PARTEI;-;1262
8;260;V-Partei³;-;229
8;260;EB: Miller;934;-
8;261;Wahlberechtigte;168715;-
8;261;Wähler;135479;-
8;261;Ungültige;1361;1094
8;261;Gültige;134118;134385
8;261;CDU;53665;44748
8;261;SPD;25697;22579
8;261;GRÜNE;20501;19565
8;261;FDP;11657;18512
8;261;AfD;14390;14692
8;261;DIE LINKE;7853;8361
8;261;PIRATEN;-;708
8;261;NPD;-;290
8;261;Tierschutzpartei;-;1243
8;261;FREIE WÄHLER;-;992
8;261;ÖDP;-;314
8;261;MLPD;355;171
8;261;Tierschutzallianz;-;266
8;261;BGE;-;223
8;261;DiB;-;202
8;261;DKP;-;8
8;261;DM;-;187
8;261;DIE RECHTE;-;27
8;261;MENSCHLICHE WELT;-;140
8;261;Die PARTEI;-;979
8;261;V-Partei³;-;178
8;262;Wahlberechtigte;207044;-
8;262;Wähler;168052;-
8;262;Ungültige;1765;1443
8;262;Gültige;166287;166609
8;262;CDU;65566;56105
8;262;SPD;31655;25190
8;262;GRÜNE;24540;23673
8;262;FDP;16390;24922
8;262;AfD;19833;20544
8;262;DIE LINKE;7978;9132
8;262;PIRATEN;-;811
8;262;NPD;-;373
8;262;Tierschutzpartei;-;1544
8;262;FREIE WÄHLER;-;1189
8;262;ÖDP;-;411
8;262;MLPD;325;121
8;262;Tierschutzallianz;-;317
8;262;BGE;-;226
8;262;DiB;-;293
8;262;DKP;-;15
8;262;DM;-;259
8;262;DIE RECHTE;-;68
8;262;MENSCHLICHE WELT;-;148
8;262;Die PARTEI;-;1107
8;262;V-Partei³;-;161
8;263;Wahlberechtigte;178409;-
8;263;Wähler;137585;-
8;263;Ungültige;2115;1637
8;263;Gültige;135470;135948
8;263;CDU;50892;45290
8;263;SPD;29730;23924
8;263;GRÜNE;16420;16749
8;263;FDP;12492;17188
8;263;AfD;19588;19956
8;263;DIE LINKE;5994;6882
8;263;PIRATEN;-;801
8;263;NPD;-;372
8;263;Tierschutzpartei;-;1246
8;263;FREIE WÄHLER;-;907
8;263;ÖDP;-;344
8;263;MLPD;354;136
8;263;Tierschutzallianz;-;296
8;263;BGE;-;187
8;263;DiB;-;153
8;263;DKP;-;25
8;263;DM;-;221
8;263;DIE RECHTE;-;43
8;263;MENSCHLICHE WELT;-;158
8;263;Die PARTEI;-;898
8;263;V-Partei³;-;172
8;264;Wahlberechtigte;222891;-
8;264;Wähler;178340;-
8;264;Ungültige;1933;1447
8;264;Gültige;176407;176893
8;264;CDU;64958;58372
8;264;SPD;33898;28146
8;264;GRÜNE;21542;21539
8;264;FDP;23568;28617
8;264;AfD;21863;22870
8;264;DIE LINKE;8626;9881
8;264;PIRATEN;-;1092
8;264;NPD;-;403
8;264;Tierschutzpartei;-;1555
8;264;FREIE WÄHLER;-;1036
8;264;ÖDP;1661;697
8;264;MLPD;291;143
8;264;Tierschutzallianz;-;431
8;264;BGE;-;222
8;264;DiB;-;240
8;264;DKP;-;21
8;264;DM;-;285
8;264;DIE RECHTE;-;25
8;264;MENSCHLICHE WELT;-;168
8;264;Die PARTEI;-;963
8;264;V-Partei³;-;187
8;265;Wahlberechtigte;218074;-
8;265;Wähler;175304;-
8;265;Ungültige;1769;1317
8;265;Gültige;173535;173987
8;265;CDU;66430;58003
8;265;SPD;30971;28547
8;265;GRÜNE;24702;24000
8;265;FDP;17691;25538
8;265;AfD;20157;19780
8;265;DIE LINKE;9487;10451
8;265;PIRATEN;-;882
8;265;NPD;-;333
8;265;Tierschutzpartei;-;1274
8;265;FREIE WÄHLER;3644;1503
8;265;ÖDP;-;522
8;265;MLPD;453;223
8;265;Tierschutzallianz;-;410
8;265;BGE;-;276
8;265;DiB;-;256
8;265;DKP;-;23
8;265;DM;-;266
8;265;DIE RECHTE;-;42
8;265;MENSCHLICHE WELT;-;182
8;265;Die PARTEI;-;1229
8;265;V-Partei³;-;247
8;266;Wahlberechtigte;229280;-
8;266;Wähler;186362;-
8;266;Ungültige;1980;1525
8;266;Gültige;184382;184837
8;266;CDU;73689;60898
8;266;SPD;36327;30472
8;266;GRÜNE;23092;24282
8;266;FDP;16191;27145
8;266;AfD;23215;24212
8;266;DIE LINKE;8453;9719
8;266;PIRATEN;-;771
8;266;NPD;-;574
8;266;Tierschutzpartei;-;1444
8;266;FREIE WÄHLER;3128;1818
8;266;ÖDP;-;555
8;266;MLPD;287;125
8;266;Tierschutzallianz;-;425
8;266;BGE;-;222
8;266;DiB;-;219
8;266;DKP;-;12
8;266;DM;-;260
8;266;DIE RECHTE;-;66
8;266;MENSCHLICHE WELT;-;212
8;266;Die PARTEI;-;1197
8;266;V-Partei³;-;209
8;267;Wahlberechtigte;242553;-
8;267;Wähler;185705;-
8;267;Ungültige;2595;2419
8;267;Gültige;183110;183286
8;267;CDU;64591;58755
8;267;SPD;42455;32489
8;267;GRÜNE;14920;19016
8;267;FDP;17566;23872
8;267;AfD;28575;30089
8;267;DIE LINKE;8448;10520
8;267;PIRATEN;-;728
8;267;NPD;-;835
8;267;Tierschutzpartei;-;1236
8;267;FREIE WÄHLER;1896;1281
8;267;ÖDP;1210;758
8;267;MLPD;302;181
8;267;Tierschutzallianz;-;442
8;267;BGE;-;200
8;267;DiB;-;222
8;267;DKP;-;24
8;267;DM;-;470
8;267;DIE RECHTE;248;141
8;267;MENSCHLICHE WELT;-;271
8;267;Die PARTEI;2167;1530
8;267;V-Partei³;-;226
8;267;EB: Martin;327;-
8;267;EB: Marquardt;405;-
8;268;Wahlberechtigte;225785;-
8;268;Wähler;171760;-
8;268;Ungültige;1900;1965
8;268;Gültige;169860;169795
8;268;CDU;68717;58215
8;268;SPD;31406;27472
8;268;GRÜNE;21468;20512
8;268;FDP;14252;21629
8;268;AfD;22894;24827
8;268;DIE LINKE;7314;9594
8;268;PIRATEN;1610;870
8;268;NPD;-;783
8;268;Tierschutzpartei;-;1072
8;268;FREIE WÄHLER;-;896
8;268;ÖDP;1934;1098
8;268;MLPD;265;121
8;268;Tierschutzallianz;-;380
8;268;BGE;-;195
8;268;DiB;-;190
8;268;DKP;-;36
8;268;DM;-;363
8;268;DIE RECHTE;-;52
8;268;MENSCHLICHE WELT;-;220
8;268;Die PARTEI;-;979
8;268;V-Partei³;-;291
8;269;Wahlberechtigte;176968;-
8;269;Wähler;136717;-
8;269;Ungültige;1916;1406
8;269;Gültige;134801;135311
8;269;CDU;55595;47588
8;269;SPD;26971;22298
8;269;GRÜNE;15216;15482
8;269;FDP;10882;16717
8;269;AfD;17788;19438
8;269;DIE LINKE;7581;7999
8;269;PIRATEN;-;719
8;269;NPD;489;462
8;269;Tierschutzpartei;-;1189
8;269;FREIE WÄHLER;-;690
8;269;ÖDP;-;465
8;269;MLPD;279;91
8;269;Tierschutzallianz;-;248
8;269;BGE;-;210
8;269;DiB;-;205
8;269;DKP;-;22
8;269;DM;-;265
8;269;DIE RECHTE;-;44
8;269;MENSCHLICHE WELT;-;159
8;269;Die PARTEI;-;859
8;269;V-Partei³;-;161
8;270;Wahlberechtigte;221853;-
8;270;Wähler;170191;-
8;270;Ungültige;2605;1975
8;270;Gültige;167586;168216
8;270;CDU;77752;64217
8;270;SPD;35164;31341
8;270;GRÜNE;16123;18427
8;270;FDP;10218;17707
8;270;AfD;18447;20616
8;270;DIE LINKE;8678;9233
8;270;PIRATEN;-;609
8;270;NPD;822;655
8;270;Tierschutzpartei;-;1217
8;270;FREIE WÄHLER;-;1061
8;270;ÖDP;-;550
8;270;MLPD;382;125
8;270;Tierschutzallianz;-;321
8;270;BGE;-;221
8;270;DiB;-;188
8;270;DKP;-;79
8;270;DM;-;204
8;270;DIE RECHTE;-;66
8;270;MENSCHLICHE WELT;-;206
8;270;Die PARTEI;-;1000
8;270;V-Partei³;-;173
8;271;Wahlberechtigte;208868;-
8;271;Wähler;162139;-
8;271;Ungültige;1633;1228
8;271;Gültige;160506;160911
8;271;CDU;45821;44776
8;271;SPD;37924;27044
8;271;GRÜNE;28268;29408
8;271;FDP;13829;19251
8;271;AfD;16073;16741
8;271;DIE LINKE;12155;15452
8;271;PIRATEN;-;999
8;271;NPD;-;188
8;271;Tierschutzpartei;2412;1595
8;271;FREIE WÄHLER;-;600
8;271;ÖDP;-;438
8;271;MLPD;250;142
8;271;Tierschutzallianz;-;346
8;271;BGE;-;442
8;271;DiB;-;505
8;271;DKP;-;33
8;271;DM;-;263
8;271;DIE RECHTE;151;78
8;271;MENSCHLICHE WELT;-;191
8;271;Die PARTEI;2899;2179
8;271;V-Partei³;-;240
8;271;EB: Mayer;724;-
8;272;Wahlberechtigte;209741;-
8;272;Wähler;168801;-
8;272;Ungültige;2061;1675
8;272;Gültige;166740;167126
8;272;CDU;67396;59137
8;272;SPD;32886;28591
8;272;GRÜNE;19076;20489
8;272;FDP;15138;21441
8;272;AfD;19512;20887
8;272;DIE LINKE;7627;9119
8;272;PIRATEN;-;660
8;272;NPD;-;309
8;272;Tierschutzpartei;-;1479
8;272;FREIE WÄHLER;2657;1475
8;272;ÖDP;-;297
8;272;MLPD;-;67
8;272;Tierschutzallianz;-;429
8;272;BGE;-;275
8;272;DiB;-;261
8;272;DKP;-;34
8;272;DM;-;244
8;272;DIE RECHTE;187;120
8;272;MENSCHLICHE WELT;-;207
8;272;Die PARTEI;2261;1420
8;272;V-Partei³;-;185
8;273;Wahlberechtigte;206484;-
8;273;Wähler;157208;-
8;273;Ungültige;2318;1960
8;273;Gültige;154890;155248
8;273;CDU;68259;58798
8;273;SPD;29486;26374
8;273;GRÜNE;16954;17766
8;273;FDP;11150;17847
8;273;AfD;18849;19701
8;273;DIE LINKE;7123;8369
8;273;PIRATEN;-;644
8;273;NPD;-;313
8;273;Tierschutzpartei;-;1132
8;273;FREIE WÄHLER;2809;1496
8;273;ÖDP;-;266
8;273;MLPD;-;60
8;273;Tierschutzallianz;-;385
8;273;BGE;-;162
8;273;DiB;-;208
8;273;DKP;-;27
8;273;DM;-;295
8;273;DIE RECHTE;148;111
8;273;MENSCHLICHE WELT;-;195
8;273;Die PARTEI;-;921
8;273;V-Partei³;-;178
8;273;EB: Rapps;112;-
8;274;Wahlberechtigte;217934;-
8;274;Wähler;179138;-
